                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.69202,                0.60986,                 1.2219,                0.98891,                0.99734,                0.99336,                0.91457,                0.53379,                0.48663,                 1.0224,              0.0014456,              0.0014456,              0.0014456
                     16,                0.68064,                0.58426,                 1.2108,                0.98811,                0.99553,                 0.9947,                0.93599,                 0.4889,                0.44382,                 1.0054,               0.001406,               0.001406,               0.001406
                     17,                0.71089,                0.58848,                 1.2191,                 0.9753,                0.99907,                0.99315,                0.91898,                0.48189,                0.45854,                0.99096,              0.0013664,              0.0013664,              0.0013664
                     18,                0.62411,                0.54142,                 1.1649,                 0.9917,                0.99734,                0.99361,                0.93644,                0.41999,                0.41644,                 0.9511,              0.0013268,              0.0013268,              0.0013268
                     19,                0.59289,                0.51863,                 1.1338,                0.99344,                0.99467,                0.99431,                0.93185,                0.48723,                0.43028,                0.99617,              0.0012872,              0.0012872,              0.0012872
                     20,                0.60735,                0.51829,                  1.146,                0.99444,                0.99867,                0.99353,                0.93883,                0.43349,                0.40108,                0.98422,              0.0012476,              0.0012476,              0.0012476
                     21,                0.57686,                0.49593,                 1.1223,                0.99734,                0.99853,                0.99356,                0.93235,                0.43583,                0.37674,                0.97049,               0.001208,               0.001208,               0.001208
                     22,                0.58493,                0.48514,                 1.1247,                0.99722,                      1,                0.99396,                0.94855,                0.39989,                0.37326,                0.94348,              0.0011684,              0.0011684,              0.0011684
                     23,                0.57235,                0.48408,                 1.1223,                0.99734,                0.99994,                0.99345,                0.95344,                0.37938,                0.35663,                0.91963,              0.0011288,              0.0011288,              0.0011288
                     24,                0.53523,                0.45917,                 1.0927,                0.99702,                0.99867,                0.99417,                0.96289,                0.39025,                0.34729,                0.92913,              0.0010892,              0.0010892,              0.0010892
                     25,                0.52809,                0.45483,                 1.0937,                0.99565,                      1,                0.99469,                0.96175,                0.35641,                0.33679,                0.91143,              0.0010496,              0.0010496,              0.0010496
                     26,                0.53964,                0.45728,                 1.1009,                 0.9947,                0.99867,                0.99352,                0.94558,                0.39868,                0.35071,                  0.942,                0.00101,                0.00101,                0.00101
                     27,                0.51215,                0.42758,                  1.074,                0.98606,                0.99734,                0.99429,                0.93994,                0.40817,                0.40123,                 0.9451,              0.0009704,              0.0009704,              0.0009704
                     28,                0.49463,                 0.4268,                 1.0592,                0.99442,                      1,                0.99409,                0.96394,                0.35589,                0.33484,                0.90571,              0.0009308,              0.0009308,              0.0009308
                     29,                0.51398,                0.42746,                 1.0808,                0.99734,                 0.9999,                0.99374,                0.97254,                0.33468,                 0.3165,                0.89323,              0.0008912,              0.0008912,              0.0008912
                     30,                0.50122,                0.42492,                 1.0702,                0.99734,                0.99975,                0.99372,                0.97457,                0.33025,                0.30654,                0.89002,              0.0008516,              0.0008516,              0.0008516
                     31,                0.48506,                0.40736,                 1.0636,                0.99714,                      1,                0.99431,                0.97778,                 0.3272,                0.29191,                0.88753,               0.000812,               0.000812,               0.000812
                     32,                0.46351,                0.40113,                 1.0487,                0.99724,                      1,                0.99389,                0.98287,                0.29391,                 0.2937,                 0.8804,              0.0007724,              0.0007724,              0.0007724
                     33,                0.46909,                0.38261,                 1.0374,                0.99719,                      1,                0.99453,                0.97905,                0.30188,                0.28818,                0.87632,              0.0007328,              0.0007328,              0.0007328
                     34,                0.43431,                0.37601,                 1.0215,                0.99734,                0.99968,                0.99436,                0.98439,                0.29754,                0.28534,                0.87255,              0.0006932,              0.0006932,              0.0006932
                     35,                0.44045,                0.37733,                 1.0229,                0.99724,                      1,                0.99404,                0.98321,                0.29092,                0.27241,                 0.8729,              0.0006536,              0.0006536,              0.0006536
                     36,                0.43528,                0.36737,                 1.0256,                0.99655,                0.99734,                 0.9944,                0.97955,                0.28646,                0.27402,                0.87144,               0.000614,               0.000614,               0.000614
                     37,                0.41894,                0.36773,                 1.0151,                0.99705,                      1,                 0.9945,                0.97905,                0.31019,                0.27797,                0.88003,              0.0005744,              0.0005744,              0.0005744
                     38,                0.44179,                0.36815,                 1.0356,                0.99721,                      1,                0.99477,                0.98653,                0.27607,                0.26531,                0.86604,              0.0005348,              0.0005348,              0.0005348
                     39,                0.41975,                0.36258,                 1.0128,                0.99715,                      1,                0.99418,                0.98356,                 0.2786,                0.26534,                0.86421,              0.0004952,              0.0004952,              0.0004952
                     40,                0.41921,                0.35393,                 1.0203,                0.99721,                      1,                0.99429,                 0.9876,                0.25907,                0.25653,                0.85867,              0.0004556,              0.0004556,              0.0004556
                     41,                0.29263,                 0.2933,                0.87685,                0.99724,                      1,                0.99474,                0.98593,                0.27752,                  0.275,                0.85663,               0.000416,               0.000416,               0.000416
                     42,                0.28512,                0.27681,                0.87458,                0.99679,                0.99867,                0.99458,                0.98536,                0.26041,                0.26754,                0.84558,              0.0003764,              0.0003764,              0.0003764
                     43,                0.27104,                0.26788,                0.86836,                0.99721,                      1,                0.99428,                0.98428,                0.27625,                0.27017,                0.85287,              0.0003368,              0.0003368,              0.0003368
                     44,                0.25855,                0.25496,                0.86454,                0.99722,                      1,                0.99484,                0.98802,                0.25244,                0.24496,                0.84571,              0.0002972,              0.0002972,              0.0002972
                     45,                0.24774,                0.24798,                0.85957,                0.99715,                      1,                0.99488,                0.98774,                0.24178,                0.24606,                0.84454,              0.0002576,              0.0002576,              0.0002576
                     46,                0.24248,                0.24429,                0.85472,                0.99719,                      1,                0.99484,                0.99211,                0.23964,                0.23693,                0.84587,               0.000218,               0.000218,               0.000218
                     47,                0.23678,                0.23927,                0.85854,                0.99724,                      1,                0.99495,                 0.9934,                 0.2238,                0.22917,                0.83503,              0.0001784,              0.0001784,              0.0001784
                     48,                0.22615,                0.23501,                0.84867,                0.99726,                      1,                0.99483,                 0.9902,                0.22269,                0.22578,                0.83503,              0.0001388,              0.0001388,              0.0001388
                     49,                0.22387,                0.22951,                0.84324,                0.99723,                      1,                0.99481,                0.99286,                0.20922,                0.21979,                0.83324,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.21724,                0.22669,                0.84248,                0.99721,                      1,                0.99484,                0.99243,                0.20568,                0.21572,                0.83324,               5.96e-05,               5.96e-05,               5.96e-05
